geno,location,replication,block,plot,individual,haploid,emb,crossed_seed,HIR,EmbR
GLW94,SJZ,2,2,33,4,4,1,41,8.888888889,2.173913043
GLW25,Hainan,2,3,7,6,27,3,109,19.85294118,2.158273381
GLW77,Shunyi,2,2,33,3,13,3,123,9.558823529,2.158273381
GLW36,SJZ,2,1,37,9,33,3,103,24.26470588,2.158273381
GLW152,Jinan,2,1,1,12,27,5,200,11.89427313,2.155172414
GLW159,Hainan,2,2,32,2,12,2,79,13.18681319,2.150537634
GLW12,Jinan,1,1,10,10,9,2,82,9.89010989,2.150537634
GLW7,Jinan,1,1,7,4,12,2,79,13.18681319,2.150537634
GLW141,Shunyi,2,3,32,3,16,2,75,17.58241758,2.150537634
GLW155,Shunyi,2,1,2,3,8,2,83,8.791208791,2.150537634
GLW83,Shunyi,2,2,37,1,9,2,82,9.89010989,2.150537634
GLW103,SJZ,1,2,42,3,11,2,80,12.08791209,2.150537634
GLW64,SJZ,1,2,12,7,23,2,68,25.27472527,2.150537634
GLW141,Hainan,1,1,9,6,35,3,102,25.54744526,2.142857143
GLW105,Hainan,1,3,2,1,9,1,37,NA,2.127659574
GLW131,Hainan,2,1,4,4,7,1,39,15.2173913,2.127659574
GLW38,Hainan,1,3,13,3,11,2,81,11.95652174,2.127659574
GLW44,Hainan,2,2,11,6,24,3,114,17.39130435,2.127659574
GLW84,Hainan,1,2,37,2,7,1,39,15.2173913,2.127659574
GLW121,Jinan,2,3,8,3,3,1,43,6.52173913,2.127659574
GLW131,Jinan,2,3,14,4,4,1,42,8.695652174,2.127659574
GLW144,Jinan,1,3,32,4,9,1,37,NA,2.127659574
GLW15,Jinan,1,1,12,1,4,1,42,8.695652174,2.127659574
GLW2,Jinan,1,1,2,2,5,1,41,10.86956522,2.127659574
GLW32,Jinan,1,1,28,8,5,2,87,5.434782609,2.127659574
GLW45,Jinan,1,1,41,2,4,1,42,8.695652174,2.127659574
GLW53,Jinan,1,2,3,2,1,1,45,NA,2.127659574
GLW64,Jinan,1,2,12,4,4,1,42,8.695652174,2.127659574
GLW65,Jinan,2,2,20,4,3,1,43,6.52173913,2.127659574
GLW77,Jinan,1,2,21,2,8,1,38,17.39130435,2.127659574
GLW77,Jinan,2,2,27,2,20,2,72,21.73913043,2.127659574
GLW91,Jinan,2,2,36,5,12,2,80,13.04347826,2.127659574
GLW98,Jinan,1,2,38,1,10,1,36,21.73913043,2.127659574
GLW73,Shunyi,1,2,19,4,24,3,114,17.39130435,2.127659574
GLW79,Shunyi,2,2,35,3,7,2,85,7.608695652,2.127659574
GLW1,SJZ,1,1,1,3,7,2,85,7.608695652,2.127659574
GLW119,SJZ,1,3,10,10,9,1,37,19.56521739,2.127659574
GLW120,SJZ,1,3,11,1,1,1,45,2.173913043,2.127659574
GLW18,SJZ,2,1,21,1,4,1,42,8.695652174,2.127659574
GLW32,SJZ,2,1,33,1,3,1,43,NA,2.127659574
GLW40,SJZ,1,1,36,3,13,2,79,14.13043478,2.127659574
GLW93,SJZ,1,2,32,1,12,2,80,13.04347826,2.127659574
GLW145,Shunyi,2,3,37,7,31,4,154,16.75675676,2.116402116
GLW7,Shunyi,1,1,6,4,24,4,161,12.97297297,2.116402116
GLW84,Shunyi,2,2,38,1,17,3,122,12.23021583,2.112676056
GLW131,Hainan,2,1,4,3,11,2,82,11.82795699,2.105263158
GLW1,Shunyi,2,3,34,13,22,2,71,23.65591398,2.105263158
GLW63,Shunyi,1,2,11,2,3,2,90,3.225806452,2.105263158
GLW1,SJZ,1,2,1,7,11,2,82,11.82795699,2.105263158
GLW159,SJZ,2,1,6,1,7,2,86,7.52688172,2.105263158
GLW25,SJZ,1,1,22,2,9,2,84,9.677419355,2.105263158
GLW46,Hainan,1,3,14,2,5,1,42,10.63829787,2.083333333
GLW61,Hainan,2,3,17,1,2,1,45,4.255319149,2.083333333
GLW101,Jinan,1,3,2,2,3,1,44,6.382978723,2.083333333
GLW145,Jinan,1,3,33,8,11,2,83,11.70212766,2.083333333
GLW15,Jinan,1,1,12,2,2,1,45,4.255319149,2.083333333
GLW2,Jinan,1,1,2,1,8,1,39,17.0212766,2.083333333
GLW25,Jinan,1,3,39,7,11,2,83,11.70212766,2.083333333
GLW47,Jinan,1,1,43,12,8,2,86,8.510638298,2.083333333
GLW75,Jinan,1,2,22,4,10,3,131,7.092198582,2.083333333
GLW92,Jinan,1,2,33,3,4,1,43,8.510638298,2.083333333
GLW94,Jinan,2,2,37,1,6,1,41,12.76595745,2.083333333
GLW1,Shunyi,1,3,1,6,7,1,40,14.89361702,2.083333333
GLW106,Shunyi,1,2,43,3,9,1,38,19.14893617,2.083333333
GLW118,Shunyi,1,3,8,4,20,3,121,14.18439716,2.083333333
GLW124,Shunyi,2,3,25,4,6,1,41,12.76595745,2.083333333
GLW159,Shunyi,2,1,6,7,18,3,123,12.76595745,2.083333333
GLW20,Shunyi,1,1,15,6,9,1,38,19.14893617,2.083333333
GLW52,Shunyi,2,2,13,7,8,1,39,17.0212766,2.083333333
GLW101,SJZ,1,2,40,3,7,2,87,7.446808511,2.083333333
GLW12,SJZ,1,1,10,8,6,1,41,12.76595745,2.083333333
GLW126,SJZ,1,3,17,2,3,1,44,6.382978723,2.083333333
GLW26,SJZ,2,1,19,4,4,1,43,8.510638298,2.083333333
GLW26,SJZ,2,1,19,5,4,1,43,8.510638298,2.083333333
GLW30,SJZ,1,1,27,5,10,2,84,10.63829787,2.083333333
GLW44,SJZ,1,1,40,1,5,1,42,10.63829787,2.083333333
GLW52,SJZ,1,2,2,5,14,1,33,NA,2.083333333
GLW58,SJZ,1,2,6,2,8,1,39,17.0212766,2.083333333
GLW71,SJZ,1,2,17,2,15,1,32,31.91489362,2.083333333
GLW89,SJZ,2,2,31,2,9,1,38,19.14893617,2.083333333
GLW75,Jinan,1,2,22,7,22,5,214,9.322033898,2.074688797
GLW30,Jinan,1,1,26,1,18,2,77,18.94736842,2.06185567
GLW4,Shunyi,2,1,10,1,8,2,87,8.421052632,2.06185567
GLW1,SJZ,1,1,1,5,10,2,85,10.52631579,2.06185567
GLW94,SJZ,2,2,33,2,6,2,89,6.315789474,2.06185567
GLW1,Hainan,2,3,3,2,9,2,87,9.375,2.040816327
GLW32,Hainan,2,2,7,1,9,2,87,9.375,2.040816327
GLW111,Jinan,2,3,2,1,8,1,40,16.66666667,2.040816327
GLW113,Jinan,2,3,3,6,20,2,76,20.83333333,2.040816327
GLW23,Jinan,2,1,23,2,5,1,43,10.41666667,2.040816327
GLW54,Jinan,1,2,4,2,4,1,44,8.333333333,2.040816327
GLW58,Jinan,1,2,7,1,1,1,47,NA,2.040816327
GLW65,Jinan,2,2,20,3,6,1,42,12.5,2.040816327
GLW7,Jinan,2,1,11,1,8,1,40,16.66666667,2.040816327
GLW91,Jinan,2,2,36,7,14,2,82,14.58333333,2.040816327
GLW135,Shunyi,1,3,21,5,6,1,42,12.5,2.040816327
GLW144,Shunyi,1,3,26,6,7,1,41,14.58333333,2.040816327
GLW155,Shunyi,2,1,2,5,6,1,42,12.5,2.040816327
GLW158,Shunyi,2,1,5,7,15,3,129,10.41666667,2.040816327
GLW17,Shunyi,1,1,13,5,20,3,124,13.88888889,2.040816327
GLW20,Shunyi,1,1,15,5,8,1,40,16.66666667,2.040816327
GLW39,Shunyi,2,2,1,3,7,1,41,14.58333333,2.040816327
GLW6,Shunyi,2,1,12,1,4,1,44,8.333333333,2.040816327
GLW61,Shunyi,2,2,20,3,6,1,42,12.5,2.040816327
GLW92,Shunyi,1,2,33,1,2,1,46,4.166666667,2.040816327
GLW1,SJZ,1,2,1,2,3,1,45,6.25,2.040816327
GLW154,SJZ,2,1,2,5,5,1,43,10.41666667,2.040816327
GLW25,SJZ,2,1,8,1,9,2,87,9.375,2.040816327
GLW27,SJZ,2,1,28,8,13,1,35,27.08333333,2.040816327
GLW36,SJZ,2,1,37,7,19,2,77,19.79166667,2.040816327
GLW7,SJZ,2,1,13,10,18,2,78,18.75,2.040816327
GLW89,SJZ,1,2,29,1,7,1,41,14.58333333,2.040816327
GLW98,SJZ,1,2,37,1,3,1,45,6.25,2.040816327
GLW87,Jinan,1,2,29,11,10,3,135,6.896551724,2.027027027
GLW144,Hainan,1,3,6,2,12,2,85,12.37113402,2.02020202
GLW125,Jinan,1,3,20,7,16,2,81,16.49484536,2.02020202
GLW77,Jinan,2,2,27,7,11,2,86,11.34020619,2.02020202
GLW87,Jinan,1,2,29,6,10,2,87,10.30927835,2.02020202
GLW104,Shunyi,2,3,9,8,11,2,86,11.34020619,2.02020202
GLW9,SJZ,1,1,8,1,8,2,89,NA,2.02020202
GLW91,SJZ,1,2,30,6,17,2,80,17.5257732,2.02020202
GLW7,Jinan,1,1,7,7,24,3,122,16.43835616,2.013422819
GLW155,Hainan,2,1,20,4,7,1,42,14.28571429,2
GLW158,Hainan,1,2,17,3,6,1,43,12.24489796,2
GLW34,Hainan,2,1,30,1,9,1,40,NA,2
GLW93,Hainan,1,3,21,5,9,1,40,NA,2
GLW104,Jinan,1,3,5,3,7,1,42,14.28571429,2
GLW117,Jinan,1,3,14,3,2,1,47,4.081632653,2
GLW152,Jinan,1,3,40,5,35,4,161,17.85714286,2
GLW42,Jinan,1,1,38,1,13,1,36,NA,2
GLW6,Jinan,1,1,6,1,5,1,44,10.20408163,2
GLW79,Jinan,1,2,24,3,5,1,44,10.20408163,2
GLW84,Jinan,2,2,31,4,9,1,40,18.36734694,2
GLW128,Shunyi,2,3,28,1,4,1,45,8.163265306,2
GLW65,Shunyi,1,2,13,1,8,2,90,8.163265306,2
GLW104,SJZ,2,2,38,6,6,1,43,12.24489796,2
GLW115,SJZ,1,3,7,1,4,1,45,8.163265306,2
GLW12,SJZ,2,1,16,3,9,2,89,9.183673469,2
GLW132,SJZ,2,3,13,7,10,1,39,20.40816327,2
GLW25,SJZ,1,1,22,9,11,1,38,22.44897959,2
GLW60,SJZ,2,2,11,1,4,1,45,8.163265306,2
GLW7,SJZ,1,1,7,5,13,2,85,13.26530612,2
GLW73,SJZ,2,2,21,4,12,1,37,24.48979592,2
GLW87,SJZ,1,2,27,6,7,1,42,NA,2
GLW12,Jinan,1,1,10,14,21,3,127,14.18918919,1.986754967
GLW33,Shunyi,1,1,28,7,17,3,131,11.48648649,1.986754967
GLW63,Shunyi,1,2,11,6,11,3,137,7.432432432,1.986754967
GLW25,Hainan,1,1,11,1,8,2,91,8.080808081,1.98019802
GLW88,Jinan,1,2,30,3,17,2,82,17.17171717,1.98019802
GLW117,Shunyi,2,3,18,7,14,2,85,14.14141414,1.98019802
GLW98,Shunyi,1,2,37,7,14,2,85,14.14141414,1.98019802
GLW38,Shunyi,2,1,41,1,10,3,139,6.711409396,1.973684211
GLW144,Hainan,2,3,24,2,5,1,45,10,1.960784314
GLW38,Hainan,2,3,34,3,12,3,138,8,1.960784314
GLW144,Jinan,2,3,20,6,9,2,91,9,1.960784314
GLW152,Jinan,1,3,40,6,30,4,170,15,1.960784314
GLW155,Jinan,1,3,42,6,8,2,92,8,1.960784314
GLW20,Jinan,2,1,20,3,5,1,45,10,1.960784314
GLW25,Jinan,2,2,12,3,4,1,46,8,1.960784314
GLW32,Jinan,2,1,31,2,1,1,49,NA,1.960784314
GLW48,Jinan,2,2,8,1,9,1,41,18,1.960784314
GLW59,Jinan,1,2,8,2,7,1,43,14,1.960784314
GLW98,Jinan,1,2,38,4,7,1,43,14,1.960784314
GLW10,Shunyi,2,1,15,6,9,1,41,18,1.960784314
GLW114,Shunyi,1,3,5,1,9,1,41,18,1.960784314
GLW150,Shunyi,1,3,32,1,2,1,48,4,1.960784314
GLW21,Shunyi,1,1,16,4,5,1,45,10,1.960784314
GLW29,Shunyi,1,1,24,3,9,3,141,6,1.960784314
GLW6,Shunyi,2,1,12,8,8,1,42,16,1.960784314
GLW89,Shunyi,1,2,31,3,5,1,45,10,1.960784314
GLW92,Shunyi,2,2,44,1,4,1,46,8,1.960784314
GLW99,Shunyi,1,2,38,1,1,1,49,NA,1.960784314
GLW141,SJZ,1,3,26,5,9,1,41,18,1.960784314
GLW25,SJZ,1,2,16,1,5,1,45,10,1.960784314
GLW30,SJZ,1,1,27,12,21,2,79,21,1.960784314
GLW38,SJZ,1,1,34,1,6,2,94,6,1.960784314
GLW52,SJZ,2,2,4,5,20,2,80,20,1.960784314
GLW132,Jinan,2,3,15,4,16,3,135,10.59602649,1.948051948
GLW154,Shunyi,2,1,1,8,18,2,83,17.82178218,1.941747573
GLW135,SJZ,1,3,22,2,16,2,85,15.84158416,1.941747573
GLW157,SJZ,1,3,39,6,17,2,84,16.83168317,1.941747573
GLW135,Jinan,1,3,27,7,23,3,129,15.13157895,1.935483871
GLW118,Shunyi,1,3,8,7,28,3,124,18.42105263,1.935483871
GLW156,Shunyi,2,1,3,6,32,4,171,15.7635468,1.93236715
GLW25,Hainan,1,1,11,7,8,1,43,15.68627451,1.923076923
GLW35,Hainan,1,1,17,1,5,1,46,9.803921569,1.923076923
GLW6,Hainan,1,1,25,1,5,1,46,9.803921569,1.923076923
GLW105,Jinan,1,3,6,1,6,1,45,11.76470588,1.923076923
GLW108,Jinan,1,3,9,8,11,2,91,10.78431373,1.923076923
GLW12,Jinan,2,1,14,3,8,1,43,15.68627451,1.923076923
GLW12,Jinan,2,1,14,10,13,2,89,12.74509804,1.923076923
GLW120,Jinan,2,3,7,1,6,1,45,11.76470588,1.923076923
GLW141,Jinan,2,3,18,2,1,1,50,NA,1.923076923
GLW25,Jinan,1,1,21,6,16,2,86,15.68627451,1.923076923
GLW64,Jinan,1,2,12,5,9,1,42,17.64705882,1.923076923
GLW77,Jinan,2,2,27,5,19,2,83,18.62745098,1.923076923
GLW85,Jinan,1,2,27,5,3,1,48,5.882352941,1.923076923
GLW1,Shunyi,1,2,1,6,12,2,90,11.76470588,1.923076923
GLW10,Shunyi,1,1,8,3,11,2,91,10.78431373,1.923076923
GLW37,Shunyi,2,1,40,3,8,1,43,15.68627451,1.923076923
GLW4,Shunyi,1,1,3,2,6,1,45,11.76470588,1.923076923
GLW46,Shunyi,2,2,8,4,12,2,90,11.76470588,1.923076923
GLW152,SJZ,2,1,1,5,17,2,85,16.66666667,1.923076923
GLW21,SJZ,1,1,18,1,4,1,47,NA,1.923076923
GLW60,SJZ,2,2,11,2,6,1,45,11.76470588,1.923076923
GLW65,SJZ,2,2,15,3,5,1,46,9.803921569,1.923076923
GLW7,Shunyi,1,1,6,2,18,3,136,11.68831169,1.910828025
GLW12,Jinan,1,1,10,11,9,2,94,8.737864078,1.904761905
GLW42,Shunyi,1,1,36,4,15,3,140,9.677419355,1.898734177
GLW125,Hainan,2,1,6,5,9,1,43,17.30769231,1.886792453
GLW145,Hainan,2,3,15,6,7,1,45,13.46153846,1.886792453
GLW72,Hainan,1,1,31,6,12,1,40,NA,1.886792453
GLW119,Jinan,2,3,6,7,15,2,89,14.42307692,1.886792453
GLW12,Jinan,1,1,10,17,21,3,135,13.46153846,1.886792453
GLW15,Jinan,2,1,17,2,5,1,47,9.615384615,1.886792453
GLW1,Shunyi,1,1,1,1,5,2,99,4.807692308,1.886792453
GLW106,Shunyi,2,3,11,2,2,1,50,3.846153846,1.886792453
GLW130,Shunyi,1,3,17,1,3,1,49,5.769230769,1.886792453
GLW34,Shunyi,1,1,29,3,7,1,45,13.46153846,1.886792453
GLW40,Shunyi,2,2,2,3,4,1,48,7.692307692,1.886792453
GLW6,Shunyi,1,1,5,4,4,1,48,7.692307692,1.886792453
GLW87,Shunyi,1,2,29,2,10,2,94,9.615384615,1.886792453
GLW106,SJZ,2,2,39,1,8,1,44,15.38461538,1.886792453
GLW124,SJZ,2,3,7,1,3,1,49,NA,1.886792453
GLW22,SJZ,1,1,19,10,7,1,45,13.46153846,1.886792453
GLW26,SJZ,1,1,23,1,3,1,49,5.769230769,1.886792453
GLW48,SJZ,1,1,44,2,10,1,42,19.23076923,1.886792453
GLW25,Shunyi,2,1,8,4,18,3,139,11.46496815,1.875
GLW44,Hainan,1,2,27,5,13,2,92,12.38095238,1.869158879
GLW13,Jinan,1,1,11,13,13,2,92,12.38095238,1.869158879
GLW102,Hainan,1,1,2,1,13,1,40,NA,1.851851852
GLW127,Hainan,1,2,9,6,13,2,93,12.26415094,1.851851852
GLW133,Hainan,2,1,24,5,11,1,42,20.75471698,1.851851852
GLW145,Hainan,1,3,7,5,7,1,46,13.20754717,1.851851852
GLW25,Hainan,1,2,20,1,4,1,49,7.547169811,1.851851852
GLW59,Hainan,2,3,2,7,9,1,44,16.98113208,1.851851852
GLW68,Hainan,2,1,10,2,9,1,44,16.98113208,1.851851852
GLW78,Hainan,1,2,35,4,14,1,39,NA,1.851851852
GLW115,Jinan,1,3,13,1,7,1,46,13.20754717,1.851851852
GLW150,Jinan,1,3,38,4,9,2,97,NA,1.851851852
GLW157,Jinan,2,1,3,1,3,1,50,5.660377358,1.851851852
GLW158,Jinan,1,3,44,4,7,1,46,13.20754717,1.851851852
GLW18,Jinan,2,1,19,1,13,1,40,NA,1.851851852
GLW28,Jinan,1,1,24,3,30,3,129,18.86792453,1.851851852
GLW3,Jinan,2,1,7,3,2,1,51,3.773584906,1.851851852
GLW113,Shunyi,2,3,16,5,9,2,97,8.490566038,1.851851852
GLW149,Shunyi,2,3,41,6,4,1,49,7.547169811,1.851851852
GLW21,Shunyi,1,1,16,2,4,1,49,7.547169811,1.851851852
GLW45,Shunyi,1,1,37,8,5,1,48,9.433962264,1.851851852
GLW52,Shunyi,1,2,2,1,3,1,50,5.660377358,1.851851852
GLW6,Shunyi,1,1,5,3,3,1,50,5.660377358,1.851851852
GLW62,Shunyi,2,2,21,10,10,1,43,18.86792453,1.851851852
GLW67,Shunyi,1,2,14,2,4,1,49,7.547169811,1.851851852
GLW67,Shunyi,2,2,25,6,8,1,45,15.09433962,1.851851852
GLW21,SJZ,2,1,23,1,1,1,52,1.886792453,1.851851852
GLW23,SJZ,1,1,20,4,6,1,47,11.32075472,1.851851852
GLW25,SJZ,2,3,1,9,12,1,41,22.64150943,1.851851852
GLW26,SJZ,2,1,19,8,8,1,45,15.09433962,1.851851852
GLW47,SJZ,1,1,43,6,7,1,46,13.20754717,1.851851852
GLW53,SJZ,1,2,3,7,6,1,47,11.32075472,1.851851852
GLW59,SJZ,1,2,7,6,6,1,47,11.32075472,1.851851852
GLW34,Jinan,2,1,33,8,19,2,88,17.75700935,1.834862385
GLW34,Jinan,2,1,33,10,13,2,94,12.14953271,1.834862385
GLW55,Jinan,1,2,5,7,16,2,91,14.95327103,1.834862385
GLW77,Jinan,2,2,27,8,16,2,91,14.95327103,1.834862385
GLW118,Shunyi,1,3,8,2,18,3,143,11.18012422,1.829268293
GLW1,Hainan,1,2,1,3,6,1,48,NA,1.818181818
GLW12,Hainan,2,1,9,3,9,1,45,16.66666667,1.818181818
GLW28,Hainan,2,1,15,2,12,1,42,22.22222222,1.818181818
GLW77,Hainan,1,2,34,2,9,1,45,NA,1.818181818
GLW1,Jinan,2,3,21,6,13,2,95,12.03703704,1.818181818
GLW117,Jinan,1,3,14,2,9,1,45,16.66666667,1.818181818
GLW13,Jinan,1,1,11,5,3,1,51,NA,1.818181818
GLW25,Jinan,2,3,1,5,16,2,92,14.81481481,1.818181818
GLW26,Jinan,1,1,22,2,10,1,44,18.51851852,1.818181818
GLW45,Jinan,2,2,5,5,9,1,45,16.66666667,1.818181818
GLW64,Jinan,1,2,12,6,11,1,43,20.37037037,1.818181818
GLW131,Shunyi,2,3,29,1,3,1,51,5.555555556,1.818181818
GLW2,Shunyi,2,1,7,1,5,1,49,9.259259259,1.818181818
GLW33,Shunyi,1,1,28,8,13,2,95,12.03703704,1.818181818
GLW39,Shunyi,2,2,1,4,9,1,45,16.66666667,1.818181818
GLW60,Shunyi,1,2,8,10,12,1,42,22.22222222,1.818181818
GLW1,SJZ,1,3,2,2,4,1,50,7.407407407,1.818181818
GLW103,SJZ,1,2,42,8,17,2,91,15.74074074,1.818181818
GLW103,SJZ,1,2,42,9,9,1,45,16.66666667,1.818181818
GLW2,SJZ,1,1,2,1,3,1,51,NA,1.818181818
GLW21,SJZ,1,1,18,11,13,1,41,NA,1.818181818
GLW24,SJZ,2,1,26,1,3,1,51,5.555555556,1.818181818
GLW25,SJZ,2,2,3,3,9,1,45,16.66666667,1.818181818
GLW26,SJZ,1,1,23,3,6,1,48,11.11111111,1.818181818
GLW26,SJZ,2,1,19,3,4,1,50,7.407407407,1.818181818
GLW30,SJZ,1,1,27,10,9,1,45,16.66666667,1.818181818
GLW55,SJZ,1,2,4,5,7,1,47,12.96296296,1.818181818
GLW67,SJZ,2,2,16,6,13,1,41,24.07407407,1.818181818
GLW127,Jinan,2,3,12,7,10,2,99,9.174311927,1.801801802
GLW3,Shunyi,1,1,2,6,16,2,93,14.67889908,1.801801802
GLW87,Shunyi,2,2,40,3,38,3,126,23.17073171,1.796407186
GLW132,Hainan,2,2,30,2,16,2,94,14.54545455,1.785714286
GLW15,Hainan,2,3,28,7,12,1,43,NA,1.785714286
GLW36,Hainan,2,2,22,2,9,1,46,16.36363636,1.785714286
GLW36,Hainan,2,2,22,3,24,2,86,21.81818182,1.785714286
GLW42,Hainan,2,2,23,2,6,1,49,10.90909091,1.785714286
GLW131,Jinan,2,3,14,5,5,1,50,9.090909091,1.785714286
GLW154,Jinan,2,1,2,4,8,1,47,14.54545455,1.785714286
GLW24,Jinan,1,1,20,2,6,1,49,10.90909091,1.785714286
GLW48,Jinan,1,1,44,5,9,1,46,16.36363636,1.785714286
GLW67,Jinan,2,2,21,1,12,1,43,NA,1.785714286
GLW85,Jinan,1,2,27,4,8,1,47,14.54545455,1.785714286
GLW25,Shunyi,2,1,8,6,9,1,46,16.36363636,1.785714286
GLW25,Shunyi,2,2,12,7,17,2,93,15.45454545,1.785714286
GLW67,Shunyi,2,2,25,1,4,1,51,7.272727273,1.785714286
GLW78,Shunyi,2,2,34,4,7,2,103,6.363636364,1.785714286
GLW121,SJZ,1,3,12,4,6,1,49,10.90909091,1.785714286
GLW136,SJZ,1,3,23,3,11,1,44,20,1.785714286
GLW146,SJZ,2,3,20,1,4,1,51,7.272727273,1.785714286
GLW40,SJZ,1,1,36,1,2,1,53,3.636363636,1.785714286
GLW75,Jinan,2,2,26,4,16,3,150,9.638554217,1.775147929
GLW38,Shunyi,2,1,41,3,14,3,152,8.43373494,1.775147929
GLW152,Hainan,2,2,33,4,23,2,88,NA,1.769911504
GLW125,Shunyi,1,3,14,4,15,2,96,13.51351351,1.769911504
GLW159,Shunyi,1,3,38,3,14,2,97,12.61261261,1.769911504
GLW1,Hainan,1,2,1,1,3,1,53,5.357142857,1.754385965
GLW71,Hainan,1,2,32,4,17,2,95,15.17857143,1.754385965
GLW1,Jinan,2,2,22,2,5,1,51,8.928571429,1.754385965
GLW102,Jinan,1,3,3,4,1,1,55,1.785714286,1.754385965
GLW152,Jinan,2,1,1,3,12,2,100,10.71428571,1.754385965
GLW4,Jinan,1,1,4,3,6,1,50,10.71428571,1.754385965
GLW44,Jinan,1,1,40,1,7,1,49,12.5,1.754385965
GLW93,Jinan,1,2,34,5,5,1,51,8.928571429,1.754385965
GLW155,Shunyi,2,1,2,6,8,1,48,14.28571429,1.754385965
GLW24,Shunyi,2,1,27,5,10,2,102,8.928571429,1.754385965
GLW26,Shunyi,1,1,21,5,5,1,51,8.928571429,1.754385965
GLW40,Shunyi,2,2,2,4,7,1,49,12.5,1.754385965
GLW7,Shunyi,2,1,13,7,33,3,135,19.64285714,1.754385965
GLW83,Shunyi,1,2,25,3,7,1,49,12.5,1.754385965
GLW113,SJZ,1,3,6,9,37,3,131,NA,1.754385965
GLW133,SJZ,1,3,21,5,11,1,45,19.64285714,1.754385965
GLW144,SJZ,2,3,18,1,5,1,51,8.928571429,1.754385965
GLW148,SJZ,1,3,32,2,7,1,49,12.5,1.754385965
GLW96,SJZ,1,2,35,5,21,2,91,18.75,1.754385965
GLW28,Jinan,1,1,24,5,39,4,187,17.25663717,1.739130435
GLW113,Shunyi,2,3,16,6,10,2,103,8.849557522,1.739130435
GLW7,Shunyi,2,1,13,3,15,2,98,13.27433628,1.739130435
GLW143,Jinan,1,3,31,3,5,1,52,8.771929825,1.724137931
GLW24,Jinan,1,1,20,3,7,1,50,12.28070175,1.724137931
GLW26,Jinan,1,1,22,3,6,1,51,10.52631579,1.724137931
GLW27,Jinan,2,1,27,1,9,1,48,15.78947368,1.724137931
GLW27,Jinan,2,1,27,2,9,1,48,15.78947368,1.724137931
GLW45,Jinan,1,1,41,3,6,1,51,10.52631579,1.724137931
GLW60,Jinan,2,2,17,2,8,1,49,14.03508772,1.724137931
GLW79,Jinan,2,2,28,1,5,1,52,8.771929825,1.724137931
GLW102,Shunyi,1,2,41,7,10,1,47,17.54385965,1.724137931
GLW104,Shunyi,1,2,42,4,5,1,52,8.771929825,1.724137931
GLW104,Shunyi,2,3,9,4,5,1,52,8.771929825,1.724137931
GLW136,Shunyi,2,3,31,1,4,1,53,7.01754386,1.724137931
GLW21,Shunyi,1,1,16,1,3,1,54,5.263157895,1.724137931
GLW22,Shunyi,1,1,17,4,18,2,96,15.78947368,1.724137931
GLW29,Shunyi,1,1,24,6,19,3,152,11.11111111,1.724137931
GLW48,Shunyi,1,1,40,6,22,2,92,19.29824561,1.724137931
GLW6,Shunyi,1,1,5,1,2,1,55,3.50877193,1.724137931
GLW121,SJZ,2,3,6,8,13,1,44,22.80701754,1.724137931
GLW150,SJZ,1,3,34,5,5,1,52,8.771929825,1.724137931
GLW22,SJZ,1,1,19,7,6,1,51,10.52631579,1.724137931
GLW109,Hainan,2,2,9,4,18,2,97,15.65217391,1.709401709
GLW152,Jinan,2,1,1,2,17,2,98,14.7826087,1.709401709
GLW10,Hainan,1,3,1,1,8,1,50,13.79310345,1.694915254
GLW120,Hainan,1,1,4,1,6,2,110,5.172413793,1.694915254
GLW154,Hainan,1,2,15,4,14,1,44,NA,1.694915254
GLW159,Hainan,2,2,32,1,7,1,51,12.06896552,1.694915254
GLW141,Jinan,1,3,30,4,3,1,55,5.172413793,1.694915254
GLW25,Jinan,2,3,1,1,8,1,50,13.79310345,1.694915254
GLW68,Jinan,1,2,16,3,6,1,52,10.34482759,1.694915254
GLW96,Jinan,1,2,36,5,2,1,56,3.448275862,1.694915254
GLW42,Shunyi,2,2,4,2,5,1,53,8.620689655,1.694915254
GLW48,Shunyi,2,2,10,4,10,1,48,17.24137931,1.694915254
GLW82,Shunyi,2,2,36,2,10,1,48,17.24137931,1.694915254
GLW87,Shunyi,2,2,40,6,31,2,85,26.72413793,1.694915254
GLW98,Shunyi,1,2,37,8,12,1,46,20.68965517,1.694915254
GLW98,Shunyi,2,3,3,8,7,1,51,12.06896552,1.694915254
GLW100,SJZ,2,2,36,7,13,1,45,NA,1.694915254
GLW109,SJZ,1,3,4,1,9,2,107,7.75862069,1.694915254
GLW8,SJZ,2,1,14,1,5,1,53,8.620689655,1.694915254
GLW7,Shunyi,1,1,6,3,22,3,153,12.57142857,1.685393258
GLW9,Hainan,2,1,31,5,16,2,101,13.67521368,1.680672269
GLW109,Jinan,1,3,10,4,14,2,103,11.96581197,1.680672269
GLW91,Jinan,2,2,36,11,8,2,109,6.837606838,1.680672269
GLW101,Shunyi,2,3,6,3,7,2,110,5.982905983,1.680672269
GLW121,Shunyi,1,3,11,2,18,3,158,10.22727273,1.675977654
GLW140,Hainan,2,3,13,2,10,1,49,16.94915254,1.666666667
GLW140,Hainan,2,3,13,3,23,2,95,19.49152542,1.666666667
GLW159,Hainan,2,2,32,6,10,1,49,16.94915254,1.666666667
GLW31,Hainan,2,3,21,3,12,1,47,20.33898305,1.666666667
GLW47,Hainan,1,2,28,2,9,1,50,15.25423729,1.666666667
