geno,location,replication,block,plot,individual,haploid,emb,crossed_seed,HIR,EmbR
GLW49,Hainan,1,1,23,3,12,7,60,16.66666667,8.860759494
GLW63,Hainan,2,1,32,4,10,7,62,13.88888889,8.860759494
GLW121,Shunyi,1,3,11,5,14,10,89,13.59223301,8.849557522
GLW26,Jinan,2,1,26,5,6,6,56,9.677419355,8.823529412
GLW43,SJZ,1,1,39,3,3,6,59,4.838709677,8.823529412
GLW76,Hainan,1,1,32,4,18,14,127,12.4137931,8.805031447
GLW65,Hainan,2,1,34,6,13,8,70,15.6626506,8.791208791
GLW52,Shunyi,2,2,13,9,15,8,68,18.07228916,8.791208791
GLW34,Hainan,1,1,16,2,22,10,82,21.15384615,8.771929825
GLW20,Hainan,2,3,25,2,14,12,111,11.2,8.759124088
GLW8,SJZ,2,1,14,4,13,7,60,17.80821918,8.75
GLW65,Hainan,1,1,27,2,11,9,83,11.70212766,8.737864078
GLW147,Jinan,1,3,35,6,10,9,84,10.63829787,8.737864078
GLW139,SJZ,2,3,14,1,10,9,84,10.63829787,8.737864078
GLW158,Shunyi,2,1,5,1,5,11,110,4.347826087,8.73015873
GLW22,Hainan,2,3,18,6,12,6,51,19.04761905,8.695652174
GLW65,Hainan,1,1,27,1,9,8,75,10.71428571,8.695652174
GLW82,Hainan,2,3,30,1,6,4,36,14.28571429,8.695652174
GLW13,Jinan,1,1,11,1,9,4,33,21.42857143,8.695652174
GLW149,Jinan,1,3,37,2,2,4,40,4.761904762,8.695652174
GLW23,Jinan,1,1,19,2,4,4,38,9.523809524,8.695652174
GLW1,Shunyi,2,1,28,5,8,6,55,12.6984127,8.695652174
GLW23,Shunyi,1,1,18,5,5,4,37,11.9047619,8.695652174
GLW53,Shunyi,1,2,3,8,11,6,52,17.46031746,8.695652174
GLW75,Shunyi,2,2,32,8,32,24,220,12.6984127,8.695652174
GLW13,SJZ,1,1,11,1,6,6,57,9.523809524,8.695652174
GLW33,SJZ,1,1,29,2,8,4,34,19.04761905,8.695652174
GLW70,SJZ,2,2,18,2,5,4,37,11.9047619,8.695652174
GLW79,SJZ,1,2,23,7,8,4,34,NA,8.695652174
GLW150,Hainan,1,3,10,6,29,9,66,NA,8.653846154
GLW125,Shunyi,1,3,14,2,9,7,65,12.16216216,8.641975309
GLW98,Hainan,2,3,8,7,11,5,42,20.75471698,8.620689655
GLW1,Jinan,2,3,21,1,8,5,45,15.09433962,8.620689655
GLW20,Jinan,2,1,20,4,5,5,48,9.433962264,8.620689655
GLW23,SJZ,2,1,25,2,10,5,43,18.86792453,8.620689655
GLW67,Shunyi,1,2,14,5,9,8,76,10.58823529,8.602150538
GLW5,Hainan,1,2,29,6,14,6,50,21.875,8.571428571
GLW13,Jinan,1,1,11,9,9,6,55,14.0625,8.571428571
GLW32,Jinan,1,1,28,4,7,6,57,10.9375,8.571428571
GLW21,Shunyi,2,1,24,1,9,6,55,14.0625,8.571428571
GLW36,Shunyi,2,1,39,2,7,6,57,10.9375,8.571428571
GLW61,Shunyi,2,2,20,6,11,6,53,17.1875,8.571428571
GLW17,SJZ,1,1,15,3,8,6,56,12.5,8.571428571
GLW20,SJZ,1,1,17,6,17,6,47,NA,8.571428571
GLW108,Shunyi,2,3,13,5,22,10,85,20.56074766,8.547008547
GLW85,Shunyi,1,2,27,1,20,20,194,9.345794393,8.547008547
GLW150,SJZ,1,3,34,2,6,10,101,5.607476636,8.547008547
GLW144,Shunyi,2,3,36,2,9,7,66,12,8.536585366
GLW126,Jinan,2,3,11,9,20,12,109,15.50387597,8.510638298
GLW65,Shunyi,1,2,13,4,5,4,38,11.62790698,8.510638298
GLW113,SJZ,1,3,6,3,5,4,38,11.62790698,8.510638298
GLW41,SJZ,1,1,37,4,7,4,36,16.27906977,8.510638298
GLW93,Jinan,1,2,34,3,10,5,44,18.51851852,8.474576271
GLW117,SJZ,1,3,8,5,6,5,48,11.11111111,8.474576271
GLW119,SJZ,2,3,4,5,14,10,94,12.96296296,8.474576271
GLW47,SJZ,2,1,44,1,2,5,52,3.703703704,8.474576271
GLW36,Shunyi,1,1,31,1,19,11,100,15.96638655,8.461538462
GLW9,Hainan,2,1,31,6,10,6,55,15.38461538,8.450704225
GLW155,Jinan,1,3,42,4,10,6,55,15.38461538,8.450704225
GLW45,Jinan,2,2,5,6,7,6,58,10.76923077,8.450704225
GLW10,Jinan,2,1,13,2,17,7,59,22.36842105,8.43373494
GLW84,Jinan,1,2,26,2,12,7,64,15.78947368,8.43373494
GLW117,Shunyi,1,3,7,1,5,7,71,6.578947368,8.43373494
GLW101,Hainan,1,1,1,3,8,8,79,9.195402299,8.421052632
GLW41,Shunyi,2,2,3,6,21,14,132,13.7254902,8.383233533
GLW101,Hainan,2,1,21,4,9,6,57,13.63636364,8.333333333
GLW37,Hainan,2,1,37,3,7,5,48,12.72727273,8.333333333
GLW41,Hainan,1,1,20,3,13,6,53,19.6969697,8.333333333
GLW97,Hainan,1,3,22,1,5,6,61,7.575757576,8.333333333
GLW100,Jinan,1,3,1,2,1,3,32,3.03030303,8.333333333
GLW127,Jinan,1,3,22,3,10,10,100,9.090909091,8.333333333
GLW67,Jinan,2,2,21,2,12,6,54,18.18181818,8.333333333
GLW84,Jinan,2,2,31,3,5,4,39,11.36363636,8.333333333
GLW97,Jinan,2,2,39,1,2,3,31,NA,8.333333333
GLW115,Shunyi,1,3,6,3,9,6,57,13.63636364,8.333333333
GLW122,Shunyi,2,3,23,1,3,3,30,9.090909091,8.333333333
GLW128,Shunyi,2,3,28,4,8,7,69,10.38961039,8.333333333
GLW149,Shunyi,2,3,41,8,2,2,20,9.090909091,8.333333333
GLW25,Shunyi,2,1,8,2,5,5,50,9.090909091,8.333333333
GLW26,Shunyi,2,1,29,3,6,7,71,7.792207792,8.333333333
GLW89,Shunyi,1,2,31,4,6,4,38,13.63636364,8.333333333
GLW133,SJZ,1,3,21,4,14,7,63,18.18181818,8.333333333
GLW141,SJZ,1,3,26,4,9,6,57,13.63636364,8.333333333
GLW145,SJZ,2,3,19,5,6,4,38,13.63636364,8.333333333
GLW21,SJZ,2,1,23,2,3,4,41,6.818181818,8.333333333
GLW79,SJZ,1,2,23,4,8,5,47,14.54545455,8.333333333
GLW15,Shunyi,1,1,11,4,11,7,67,14.1025641,8.235294118
GLW3,Jinan,2,1,7,7,5,6,62,7.462686567,8.219178082
GLW65,SJZ,1,2,13,2,5,6,62,7.462686567,8.219178082
GLW16,Jinan,2,1,18,4,6,5,50,10.71428571,8.196721311
GLW104,Shunyi,1,2,42,2,4,5,52,7.142857143,8.196721311
GLW128,Shunyi,1,3,16,4,9,5,47,NA,8.196721311
GLW27,SJZ,2,1,28,10,21,5,35,NA,8.196721311
GLW34,SJZ,1,1,30,2,9,9,92,8.910891089,8.181818182
GLW77,Hainan,1,2,34,5,10,4,35,NA,8.163265306
GLW56,Jinan,1,2,6,1,5,4,40,11.11111111,8.163265306
GLW61,Shunyi,2,2,20,4,6,4,39,13.33333333,8.163265306
GLW150,Hainan,2,3,20,2,8,7,71,10.12658228,8.139534884
GLW15,Jinan,1,1,12,6,5,7,74,6.329113924,8.139534884
GLW59,Shunyi,1,2,7,3,6,7,73,7.594936709,8.139534884
GLW158,Jinan,1,3,44,1,3,3,31,8.823529412,8.108108108
GLW127,SJZ,1,3,18,1,4,6,64,NA,8.108108108
GLW157,SJZ,2,1,4,1,1,3,33,NA,8.108108108
GLW41,SJZ,1,1,37,1,2,3,32,NA,8.108108108
GLW7,SJZ,2,1,13,8,11,6,57,16.17647059,8.108108108
GLW38,Hainan,1,3,13,6,14,8,77,15.38461538,8.080808081
GLW101,Jinan,1,3,2,9,7,8,84,7.692307692,8.080808081
GLW37,Shunyi,1,1,32,6,13,5,44,22.80701754,8.064516129
GLW43,SJZ,1,1,39,7,6,5,51,10.52631579,8.064516129
GLW15,Hainan,2,3,28,5,9,7,71,11.25,8.045977011
GLW65,Hainan,2,1,34,1,4,7,76,5,8.045977011
GLW68,Hainan,1,1,29,2,12,7,68,15,8.045977011
GLW5,Jinan,1,1,5,2,9,7,71,11.25,8.045977011
GLW5,Shunyi,2,1,11,1,14,15,158,8.139534884,8.021390374
GLW100,Hainan,1,2,2,2,9,4,37,19.56521739,8
GLW140,Hainan,2,3,13,4,11,4,35,23.91304348,8
GLW37,Hainan,2,1,37,4,6,4,40,13.04347826,8
GLW99,Hainan,1,1,36,3,11,6,58,15.94202899,8
GLW108,Jinan,1,3,9,1,15,4,31,NA,8
GLW146,Jinan,2,3,23,2,15,6,54,21.73913043,8
GLW30,Jinan,2,1,30,11,18,10,97,15.65217391,8
GLW48,Jinan,1,1,44,2,9,4,37,19.56521739,8
GLW35,SJZ,2,1,36,1,11,6,58,NA,8
GLW38,Shunyi,2,1,41,7,13,9,91,12.5,7.96460177
GLW35,Hainan,1,1,17,2,8,7,73,9.87654321,7.954545455
GLW42,Jinan,1,1,38,5,7,7,74,8.641975309,7.954545455
GLW64,Jinan,2,2,19,2,20,7,61,24.69135802,7.954545455
GLW128,Shunyi,2,3,28,7,10,7,71,12.34567901,7.954545455
GLW6,SJZ,1,1,6,2,7,7,74,8.641975309,7.954545455
GLW16,Shunyi,1,1,12,2,18,12,121,12.94964029,7.947019868
GLW158,Hainan,2,2,28,3,12,5,46,20.68965517,7.936507937
GLW39,Hainan,1,2,24,4,10,5,48,17.24137931,7.936507937
GLW84,Hainan,1,2,37,6,18,5,40,NA,7.936507937
GLW143,Jinan,2,3,19,3,11,5,47,NA,7.936507937
GLW1,Shunyi,2,1,28,8,17,10,99,14.65517241,7.936507937
GLW16,Shunyi,2,1,20,2,5,5,53,8.620689655,7.936507937
GLW71,SJZ,2,2,19,2,7,5,51,12.06896552,7.936507937
GLW73,SJZ,2,2,21,3,14,5,44,24.13793103,7.936507937
GLW61,Jinan,2,2,18,3,18,8,75,19.35483871,7.920792079
GLW119,Hainan,2,3,33,8,30,17,168,15.15151515,7.906976744
GLW121,Jinan,2,3,8,5,8,6,62,11.42857143,7.894736842
GLW101,Shunyi,1,2,40,8,8,6,62,11.42857143,7.894736842
GLW38,Shunyi,2,1,41,10,20,9,85,19.04761905,7.894736842
GLW61,Shunyi,2,2,20,9,14,6,56,20,7.894736842
GLW145,SJZ,1,3,29,5,3,3,32,8.571428571,7.894736842
GLW34,SJZ,1,1,30,1,1,3,34,NA,7.894736842
GLW9,SJZ,1,1,8,5,33,12,107,23.57142857,7.894736842
GLW44,SJZ,2,1,41,4,15,7,67,18.29268293,7.865168539
GLW158,Hainan,1,2,17,4,14,8,80,14.89361702,7.843137255
GLW22,Hainan,2,3,18,2,12,8,82,12.76595745,7.843137255
GLW43,Hainan,1,2,26,3,6,4,41,12.76595745,7.843137255
GLW128,Jinan,2,3,13,2,3,4,44,6.382978723,7.843137255
GLW42,Jinan,2,2,3,1,12,4,35,NA,7.843137255
GLW53,Shunyi,1,2,3,6,15,8,79,15.95744681,7.843137255
GLW59,Shunyi,2,2,18,3,3,4,44,6.382978723,7.843137255
GLW82,Shunyi,2,2,36,4,10,4,37,21.27659574,7.843137255
GLW127,SJZ,1,3,18,4,10,4,37,NA,7.843137255
GLW20,SJZ,1,1,17,2,4,4,43,8.510638298,7.843137255
GLW43,SJZ,1,1,39,5,4,4,43,8.510638298,7.843137255
GLW41,Shunyi,2,2,3,2,16,14,149,9.696969697,7.82122905
GLW10,Hainan,2,3,29,1,6,5,53,10.16949153,7.8125
GLW106,Hainan,1,1,3,3,22,5,37,NA,7.8125
GLW84,Hainan,1,2,37,5,14,5,45,23.72881356,7.8125
GLW12,Jinan,2,1,14,4,8,5,51,13.55932203,7.8125
GLW141,Shunyi,1,3,23,2,7,5,52,11.86440678,7.8125
GLW45,Shunyi,1,1,37,4,3,5,56,5.084745763,7.8125
GLW28,SJZ,1,1,25,3,10,5,49,16.94915254,7.8125
GLW59,SJZ,2,2,10,4,5,5,54,8.474576271,7.8125
GLW6,SJZ,1,1,6,1,4,5,55,6.779661017,7.8125
GLW117,Hainan,1,2,7,4,16,6,55,22.53521127,7.792207792
GLW136,Hainan,1,1,7,6,16,6,55,22.53521127,7.792207792
GLW132,Jinan,1,3,25,2,10,6,61,14.08450704,7.792207792
GLW31,Shunyi,2,1,34,2,9,6,62,12.67605634,7.792207792
GLW16,Hainan,2,3,4,1,14,7,69,16.86746988,7.777777778
GLW36,Jinan,2,1,35,2,16,7,67,19.27710843,7.777777778
GLW65,SJZ,2,2,15,7,23,7,60,NA,7.777777778
GLW109,Hainan,1,2,5,2,14,8,81,14.73684211,7.766990291
GLW15,Shunyi,2,1,19,2,7,9,100,6.542056075,7.75862069
GLW146,SJZ,1,3,30,4,23,9,84,21.4953271,7.75862069
GLW124,SJZ,1,3,15,4,19,10,100,15.96638655,7.751937984
GLW45,Shunyi,2,2,7,12,21,11,110,16.03053435,7.746478873
GLW133,Jinan,1,3,26,14,24,12,119,16.78321678,7.741935484
GLW109,Hainan,1,2,5,5,24,11,108,18.18181818,7.692307692
GLW143,Hainan,2,3,12,1,1,3,35,NA,7.692307692
GLW4,Hainan,1,1,19,5,11,4,37,22.91666667,7.692307692
GLW55,Hainan,2,2,10,3,16,4,32,NA,7.692307692
GLW60,Hainan,2,3,14,5,8,4,40,16.66666667,7.692307692
GLW65,Hainan,2,1,34,3,9,7,75,10.71428571,7.692307692
GLW13,Jinan,1,1,11,10,9,6,63,12.5,7.692307692
GLW144,Jinan,1,3,32,8,4,6,68,5.555555556,7.692307692
GLW150,Jinan,2,3,26,1,10,4,38,NA,7.692307692
GLW27,Jinan,2,1,27,5,3,6,69,4.166666667,7.692307692
GLW146,Shunyi,1,3,28,2,4,3,32,11.11111111,7.692307692
GLW17,Shunyi,2,1,21,3,4,3,32,11.11111111,7.692307692
GLW23,Shunyi,1,1,18,2,4,4,44,8.333333333,7.692307692
GLW3,Shunyi,1,1,2,5,12,8,84,12.5,7.692307692
GLW45,Shunyi,2,2,7,4,5,7,79,5.952380952,7.692307692
GLW127,SJZ,2,3,10,5,11,4,37,NA,7.692307692
GLW141,SJZ,1,3,26,3,6,5,54,10,7.692307692
GLW4,SJZ,2,1,10,1,5,3,31,13.88888889,7.692307692
GLW47,SJZ,2,1,44,7,8,5,52,13.33333333,7.692307692
GLW82,SJZ,2,2,26,3,5,3,31,13.88888889,7.692307692
GLW96,SJZ,1,2,35,4,15,7,69,17.85714286,7.692307692
GLW30,Shunyi,2,1,33,2,37,14,132,21.89349112,7.650273224
GLW41,Shunyi,2,2,3,11,29,12,116,20,7.643312102
GLW75,Shunyi,2,2,32,4,16,12,129,11.03448276,7.643312102
GLW49,Jinan,1,1,45,3,10,8,87,10.30927835,7.619047619
GLW119,SJZ,2,3,4,6,13,8,84,13.40206186,7.619047619
GLW16,Jinan,1,1,13,5,18,7,67,21.17647059,7.608695652
GLW63,Shunyi,1,2,11,10,12,7,73,14.11764706,7.608695652
GLW158,SJZ,2,1,5,6,17,7,68,NA,7.608695652
GLW61,Hainan,1,3,16,1,7,6,66,9.589041096,7.594936709
GLW23,Jinan,1,1,19,6,10,6,63,13.69863014,7.594936709
GLW5,Jinan,2,1,9,3,22,6,51,NA,7.594936709
GLW39,Shunyi,1,1,34,3,8,6,65,10.95890411,7.594936709
GLW24,SJZ,1,1,21,3,9,6,64,12.32876712,7.594936709
GLW83,SJZ,1,2,24,7,24,6,49,NA,7.594936709
GLW106,Hainan,1,1,3,1,8,5,53,13.1147541,7.575757576
GLW141,Hainan,2,1,11,3,9,5,52,14.75409836,7.575757576
GLW64,Hainan,1,2,31,4,16,5,45,26.2295082,7.575757576
GLW128,Jinan,2,3,13,5,5,5,56,8.196721311,7.575757576
GLW146,Jinan,2,3,23,1,12,5,49,19.67213115,7.575757576
GLW45,Shunyi,2,2,7,7,9,10,113,7.37704918,7.575757576
GLW16,Jinan,1,1,13,9,14,9,96,12.72727273,7.56302521
GLW100,Shunyi,1,2,39,2,9,9,101,8.181818182,7.56302521
GLW35,Hainan,1,1,17,6,14,4,35,NA,7.547169811
GLW65,Hainan,2,1,34,5,6,4,43,12.24489796,7.547169811
GLW85,Hainan,2,3,11,1,10,8,88,10.20408163,7.547169811
GLW121,Jinan,1,3,18,2,7,4,42,14.28571429,7.547169811
GLW3,Jinan,2,1,7,1,7,4,42,14.28571429,7.547169811
GLW52,Jinan,1,2,2,2,6,4,43,12.24489796,7.547169811
GLW96,Jinan,1,2,36,1,6,4,43,12.24489796,7.547169811
GLW43,SJZ,1,1,39,2,2,4,47,4.081632653,7.547169811
GLW71,SJZ,1,2,17,1,14,4,35,28.57142857,7.547169811
GLW72,SJZ,2,2,20,1,10,4,39,NA,7.547169811
GLW91,SJZ,1,2,30,1,2,4,47,4.081632653,7.547169811
GLW10,SJZ,1,1,9,5,19,7,67,22.09302326,7.52688172
GLW26,Hainan,2,2,19,1,5,3,32,13.51351351,7.5
GLW73,Hainan,1,2,33,1,8,6,66,10.81081081,7.5
GLW98,Hainan,2,3,8,3,4,3,33,10.81081081,7.5
GLW10,Jinan,1,1,9,4,7,6,67,NA,7.5
GLW109,Jinan,1,3,10,3,13,9,98,11.71171171,7.5
GLW117,Jinan,1,3,14,1,4,3,33,10.81081081,7.5
GLW38,Jinan,1,1,34,1,4,3,33,NA,7.5
GLW115,Shunyi,1,3,6,2,10,6,64,13.51351351,7.5
GLW4,Shunyi,2,1,10,3,8,6,66,10.81081081,7.5
GLW97,Shunyi,1,2,36,6,6,3,31,16.21621622,7.5
GLW133,SJZ,1,3,21,1,5,6,69,6.756756757,7.5
GLW55,SJZ,1,2,4,8,6,3,31,16.21621622,7.5
GLW15,Hainan,2,3,28,1,5,8,94,5.050505051,7.476635514
GLW55,Hainan,1,2,30,4,12,5,50,19.35483871,7.462686567
GLW118,Jinan,1,3,15,2,4,5,58,6.451612903,7.462686567
GLW124,Jinan,1,3,19,2,8,5,54,12.90322581,7.462686567
GLW63,Jinan,1,2,11,2,11,5,51,17.74193548,7.462686567
GLW131,Hainan,1,1,6,8,18,9,94,16.07142857,7.438016529
GLW45,Shunyi,2,2,7,2,6,9,106,5.357142857,7.438016529
GLW43,Hainan,2,2,4,1,5,6,70,6.666666667,7.407407407
GLW132,Jinan,1,3,25,1,9,4,41,18,7.407407407
GLW146,Jinan,1,3,34,4,12,6,63,16,7.407407407
GLW146,Jinan,2,3,23,4,9,6,66,12,7.407407407
GLW33,Jinan,1,1,29,4,12,6,63,16,7.407407407
GLW37,Jinan,2,1,36,3,5,4,45,10,7.407407407
GLW115,Shunyi,1,3,6,4,13,6,62,17.33333333,7.407407407
GLW26,Shunyi,1,1,21,7,7,4,43,14,7.407407407
GLW45,Shunyi,2,2,7,8,6,6,69,8,7.407407407
GLW55,SJZ,1,2,4,7,12,6,63,16,7.407407407
GLW6,SJZ,1,1,6,6,16,8,84,16,7.407407407
GLW30,Jinan,2,1,30,5,13,7,75,14.77272727,7.368421053
GLW33,Shunyi,2,1,36,12,15,7,73,17.04545455,7.368421053
GLW8,Hainan,1,1,33,1,12,5,51,19.04761905,7.352941176
GLW6,Jinan,2,1,10,3,5,5,58,7.936507937,7.352941176
GLW98,Jinan,1,2,38,7,6,5,57,9.523809524,7.352941176
GLW125,Shunyi,1,3,14,6,19,8,82,18.81188119,7.339449541
GLW5,Hainan,1,2,29,2,17,9,97,14.9122807,7.317073171
GLW38,Jinan,1,1,34,3,26,6,50,NA,7.317073171
GLW59,Jinan,1,2,8,6,4,6,72,5.263157895,7.317073171
GLW102,Shunyi,2,3,7,4,4,3,34,10.52631579,7.317073171
GLW125,Shunyi,1,3,14,1,6,6,70,7.894736842,7.317073171
GLW16,Shunyi,2,1,20,9,16,9,98,14.03508772,7.317073171
GLW23,Shunyi,2,1,26,4,4,3,34,10.52631579,7.317073171
GLW60,Shunyi,2,2,19,2,4,6,72,5.263157895,7.317073171
GLW62,Shunyi,2,2,21,8,29,15,161,15.26315789,7.317073171
GLW65,Shunyi,2,2,24,1,11,9,103,9.649122807,7.317073171
GLW77,Shunyi,2,2,33,5,8,6,68,10.52631579,7.317073171
GLW13,SJZ,2,1,17,2,4,3,34,10.52631579,7.317073171
GLW145,SJZ,1,3,29,4,3,3,35,7.894736842,7.317073171
GLW99,SJZ,1,2,38,3,4,3,34,10.52631579,7.317073171
GLW30,Jinan,2,1,30,13,17,10,110,13.38582677,7.299270073
GLW42,Shunyi,1,1,36,3,12,10,115,9.448818898,7.299270073
GLW91,Jinan,2,2,36,3,11,7,78,12.35955056,7.291666667
GLW16,Shunyi,1,1,12,7,29,11,111,20.71428571,7.284768212
GLW38,Shunyi,1,1,33,4,31,11,109,22.14285714,7.284768212
GLW32,Hainan,2,2,7,5,8,4,43,15.68627451,7.272727273
GLW148,Jinan,1,3,36,2,3,4,48,NA,7.272727273
GLW24,Jinan,2,1,24,1,8,4,43,15.68627451,7.272727273
GLW82,Shunyi,2,2,36,3,10,4,41,19.60784314,7.272727273
GLW83,Shunyi,1,2,25,1,3,4,48,5.882352941,7.272727273
GLW37,SJZ,1,1,33,1,9,4,42,NA,7.272727273
GLW4,SJZ,2,1,10,4,8,4,43,15.68627451,7.272727273
GLW8,Jinan,1,1,8,1,9,5,55,14.0625,7.246376812
GLW92,Shunyi,2,2,44,5,9,5,55,14.0625,7.246376812
GLW10,SJZ,2,1,15,2,6,5,58,NA,7.246376812
GLW100,SJZ,1,2,39,3,14,5,50,NA,7.246376812
GLW64,SJZ,2,2,14,8,14,5,50,21.875,7.246376812
GLW89,Hainan,2,1,1,2,16,6,61,20.77922078,7.228915663
GLW67,Jinan,2,2,21,4,9,6,68,11.68831169,7.228915663
GLW7,Jinan,2,1,11,4,17,6,60,22.07792208,7.228915663
GLW109,SJZ,1,3,4,3,27,6,50,NA,7.228915663
GLW145,SJZ,2,3,19,6,11,6,66,14.28571429,7.228915663
GLW20,SJZ,1,1,17,4,14,6,63,18.18181818,7.228915663
GLW67,Jinan,2,2,21,5,18,7,72,20,7.216494845
GLW119,SJZ,2,3,4,4,13,8,90,12.62135922,7.207207207
GLW127,Hainan,1,2,9,2,14,14,168,NA,7.142857143
GLW25,Hainan,1,1,11,5,6,3,33,15.38461538,7.142857143
GLW39,Hainan,2,2,5,5,14,6,64,17.94871795,7.142857143
GLW49,Hainan,2,1,35,1,3,3,36,7.692307692,7.142857143
GLW54,Hainan,2,2,3,1,4,3,35,10.25641026,7.142857143
GLW97,Hainan,2,3,22,2,8,3,31,20.51282051,7.142857143
GLW125,Jinan,1,3,20,2,15,5,50,23.07692308,7.142857143
GLW144,Jinan,1,3,32,1,7,3,32,17.94871795,7.142857143
GLW152,Jinan,1,3,40,1,28,7,63,NA,7.142857143
GLW17,Jinan,1,1,14,2,10,5,55,15.38461538,7.142857143
GLW7,Jinan,2,1,11,3,16,5,49,24.61538462,7.142857143
GLW82,Jinan,1,2,25,1,7,3,32,17.94871795,7.142857143
GLW97,Jinan,2,2,39,3,6,3,33,15.38461538,7.142857143
GLW98,Jinan,1,2,38,2,11,4,41,21.15384615,7.142857143
GLW1,Shunyi,2,2,27,5,6,8,98,5.769230769,7.142857143
GLW108,Shunyi,1,3,2,4,21,8,83,20.19230769,7.142857143
GLW109,Shunyi,2,3,14,3,4,5,61,6.153846154,7.142857143
GLW124,Shunyi,2,3,25,1,1,1,12,7.692307692,7.142857143
GLW132,Shunyi,2,3,30,6,11,4,41,21.15384615,7.142857143
GLW47,Shunyi,2,2,9,1,10,6,68,12.82051282,7.142857143
GLW96,Shunyi,2,3,1,3,16,9,101,13.67521368,7.142857143
GLW105,SJZ,1,2,44,2,3,3,36,7.692307692,7.142857143
GLW12,SJZ,1,1,10,3,7,5,58,10.76923077,7.142857143
GLW127,SJZ,2,3,10,3,9,4,43,NA,7.142857143
GLW141,SJZ,2,3,16,3,11,6,67,14.1025641,7.142857143
GLW146,SJZ,2,3,20,3,9,4,43,17.30769231,7.142857143
GLW146,SJZ,2,3,20,7,28,5,37,NA,7.142857143
GLW23,SJZ,1,1,20,3,4,3,35,10.25641026,7.142857143
GLW32,SJZ,2,1,33,3,7,3,32,17.94871795,7.142857143
GLW42,SJZ,2,1,40,1,5,4,47,9.615384615,7.142857143
GLW7,SJZ,1,1,7,3,13,8,91,12.5,7.142857143
GLW119,Shunyi,2,3,20,3,26,15,170,13.26530612,7.109004739
GLW108,Shunyi,1,3,2,8,33,10,98,25.19083969,7.092198582
GLW65,Shunyi,1,2,13,2,11,9,107,9.322033898,7.086614173
GLW59,Hainan,1,3,15,3,5,8,100,4.761904762,7.079646018
GLW146,SJZ,1,3,30,3,17,8,88,16.19047619,7.079646018
GLW96,Hainan,2,3,19,3,9,6,70,11.39240506,7.058823529
GLW24,Jinan,2,1,24,7,12,6,67,15.18987342,7.058823529
GLW6,Jinan,2,1,10,4,12,6,67,15.18987342,7.058823529
GLW63,Jinan,1,2,11,4,8,6,71,10.12658228,7.058823529
GLW146,Shunyi,2,3,38,3,34,12,124,21.51898734,7.058823529
GLW115,Hainan,1,2,6,7,15,5,51,22.72727273,7.042253521
GLW154,Hainan,1,2,15,5,16,5,50,NA,7.042253521
GLW6,Hainan,2,1,36,3,7,5,59,10.60606061,7.042253521
GLW63,Hainan,2,1,32,6,11,5,55,16.66666667,7.042253521
GLW124,Jinan,1,3,19,3,9,5,57,13.63636364,7.042253521
GLW118,SJZ,2,3,3,3,8,5,58,12.12121212,7.042253521
GLW119,Hainan,2,3,33,3,22,14,163,11.89189189,7.035175879
GLW146,Hainan,2,3,32,3,10,4,43,18.86792453,7.01754386
GLW157,Hainan,1,2,16,4,5,4,48,9.433962264,7.01754386
GLW146,Jinan,1,3,34,6,11,8,95,10.37735849,7.01754386
GLW70,Jinan,2,2,23,4,7,4,46,13.20754717,7.01754386
GLW8,Jinan,2,1,12,1,9,4,44,16.98113208,7.01754386
GLW121,Shunyi,2,3,22,6,10,4,43,18.86792453,7.01754386
GLW23,Shunyi,2,1,26,6,7,4,46,13.20754717,7.01754386
GLW24,SJZ,1,1,21,1,3,4,50,5.660377358,7.01754386
GLW4,SJZ,2,1,10,2,8,4,45,15.09433962,7.01754386
GLW61,Jinan,2,2,18,4,16,7,77,17.20430108,7
GLW8,Jinan,1,1,8,2,11,7,82,11.82795699,7
GLW121,SJZ,2,3,6,3,12,7,81,12.90322581,7
GLW3,Hainan,1,2,21,4,7,3,33,17.5,6.976744186
GLW72,Hainan,2,1,8,2,4,3,36,NA,6.976744186
GLW59,Jinan,1,2,8,7,3,6,77,3.75,6.976744186
GLW21,Shunyi,2,1,24,6,8,3,32,20,6.976744186
GLW49,Shunyi,2,2,11,3,4,3,36,10,6.976744186
GLW61,Shunyi,1,2,9,4,6,3,34,15,6.976744186
GLW8,Shunyi,2,1,14,6,13,6,67,16.25,6.976744186
GLW1,SJZ,1,3,2,3,3,3,37,7.5,6.976744186
GLW103,SJZ,1,2,42,6,6,3,34,15,6.976744186
GLW126,Jinan,1,3,21,5,7,8,100,6.542056075,6.956521739
GLW145,Jinan,1,3,33,9,17,8,90,15.88785047,6.956521739
GLW67,Hainan,2,3,35,2,10,5,57,14.92537313,6.944444444
GLW30,Jinan,1,1,26,4,23,10,111,17.1641791,6.944444444
GLW156,SJZ,1,3,38,1,10,5,57,NA,6.944444444
GLW41,SJZ,1,1,37,2,10,5,57,14.92537313,6.944444444
GLW20,Jinan,1,1,16,1,14,7,80,14.89361702,6.930693069
GLW102,Hainan,1,1,2,4,16,4,38,NA,6.896551724
GLW10,Jinan,1,1,9,5,25,8,83,NA,6.896551724
GLW23,Jinan,1,1,19,4,8,4,46,14.81481481,6.896551724
GLW37,Jinan,1,1,33,6,10,6,71,12.34567901,6.896551724
GLW98,Jinan,1,2,38,3,12,4,42,22.22222222,6.896551724
GLW1,Shunyi,2,1,28,6,14,8,94,12.96296296,6.896551724
